out_public_key,in_public_key,datetime,trust
2142,2135,2012-06-19T18:52:10.462420,3
1750,2201,2012-06-19T18:14:42.624080,2
2201,1670,2012-06-19T18:09:20.006970,2
1670,2201,2012-06-19T18:08:53.147290,2
2142,521,2012-06-19T17:54:43.148360,2
521,2142,2012-06-19T17:53:25.560280,2
2142,729,2012-06-19T17:32:17.662330,1
729,2142,2012-06-19T17:30:42.179880,1
1543,2125,2012-06-19T14:04:19.732970,1
1310,535,2012-06-19T12:19:11.134050,1
2200,937,2012-06-19T08:14:46.732910,1
937,2200,2012-06-19T08:13:59.090310,1
2199,2141,2012-06-19T07:17:07.044410,1
2141,2199,2012-06-19T07:15:51.859720,1
2141,1957,2012-06-19T05:13:53.181540,1
1957,2141,2012-06-19T05:09:19.087530,1
2197,202,2012-06-19T02:06:12.597960,1
1204,2176,2012-06-19T01:59:15.214860,1
2176,1204,2012-06-19T01:57:21.704760,1
202,2197,2012-06-19T01:56:07.974680,1
1376,1317,2012-06-19T00:43:25.479610,3
2176,1585,2012-06-18T22:57:47.008690,1
1585,2176,2012-06-18T22:56:23.510480,2
135,729,2012-06-18T22:45:34.372010,5
2125,1767,2012-06-18T21:50:22.306800,1
1767,2125,2012-06-18T21:49:17.192250,1
1317,1376,2012-06-18T21:40:48.501750,3
304,2125,2012-06-18T21:31:40.247480,2
2125,304,2012-06-18T21:30:12.579270,2
1947,1802,2012-06-18T21:25:34.012410,1
1802,1947,2012-06-18T21:24:11.308860,1
1317,2196,2012-06-18T21:11:46.303870,1
1317,2174,2012-06-18T21:10:31.989580,1
2174,1317,2012-06-18T21:09:43.821070,1
2155,546,2012-06-18T20:14:21.690100,1
546,2155,2012-06-18T20:11:26.913720,1
2187,1899,2012-06-18T19:50:20.570210,1
1899,2187,2012-06-18T19:45:12.113220,3
2187,1967,2012-06-18T19:34:01.352150,1
1967,2187,2012-06-18T19:21:56.863140,1
1764,1245,2012-06-18T18:56:05.248890,2
729,2165,2012-06-18T16:28:37.856480,1
2165,729,2012-06-18T16:24:27.991220,1
35,2192,2012-06-18T16:07:10.689240,1
2192,35,2012-06-18T16:04:34.273740,1
2118,2128,2012-06-18T15:43:02.760760,7
2195,1802,2012-06-18T15:16:38.002740,1
1802,2195,2012-06-18T15:14:44.980080,1
1939,1334,2012-06-18T15:09:47.016240,3
1334,1939,2012-06-18T15:09:04.721500,3
2187,2194,2012-06-18T13:05:00.590110,1
2194,2187,2012-06-18T12:58:28.218240,1
1948,2194,2012-06-18T12:33:55.792990,1
2121,35,2012-06-18T10:11:38.812160,2
2127,545,2012-06-18T09:19:35.611330,2
2141,1345,2012-06-18T08:40:53.450390,2
2192,1957,2012-06-18T04:00:58.175050,1
1957,2192,2012-06-18T04:00:12.142580,1
2174,2090,2012-06-18T02:08:36.475680,1
2090,2174,2012-06-18T02:07:13.175870,1
1788,7,2012-06-18T01:00:46.316840,1
7,1788,2012-06-18T00:57:34.982050,1
1316,1053,2012-06-17T22:14:31.628270,1
1053,1316,2012-06-17T22:13:33.134100,1
2053,545,2012-06-17T21:28:30.990690,2
2188,1846,2012-06-17T21:20:23.189850,2
2034,1334,2012-06-17T20:03:12.001720,1
2053,1352,2012-06-17T16:24:58.350440,2
1615,70,2012-06-17T12:52:44.520750,2
2032,202,2012-06-17T10:54:51.992990,1
202,2032,2012-06-17T10:54:12.750990,1
1754,13,2012-06-17T06:35:04.360930,1
13,1754,2012-06-17T06:01:33.185260,1
2045,2158,2012-06-17T05:25:00.560250,1
2158,2045,2012-06-17T05:24:59.079670,1
35,2191,2012-06-17T04:39:45.436940,1
35,2190,2012-06-17T04:39:22.490820,1
1529,729,2012-06-17T03:47:23.942410,1
729,1529,2012-06-17T03:46:10.935580,1
2144,1846,2012-06-17T03:10:03.120370,3
1386,1846,2012-06-17T03:03:55.417440,8
1204,13,2012-06-17T02:13:36.165250,2
13,1204,2012-06-17T02:11:43.247650,2
2189,1675,2012-06-17T01:36:42.597900,1
1675,2189,2012-06-17T01:31:44.924820,1
1846,1201,2012-06-17T00:40:49.219300,5
1846,215,2012-06-17T00:38:45.880720,5
1846,2040,2012-06-17T00:38:02.442240,4
1846,1948,2012-06-17T00:35:28.898580,2
1846,1566,2012-06-17T00:32:38.406100,5
1846,1386,2012-06-17T00:32:03.574960,10
1846,1845,2012-06-17T00:30:01.539330,5
1846,1913,2012-06-17T00:25:16.539900,1
1846,2144,2012-06-17T00:23:29.334450,2
1846,2180,2012-06-17T00:20:50.121250,1
1846,2188,2012-06-17T00:19:11.704710,2
2028,1053,2012-06-16T22:48:56.634060,1
1053,2028,2012-06-16T22:46:30.568110,1
1487,1334,2012-06-16T21:10:19.118260,1
255,2067,2012-06-16T15:28:06.903350,1
2187,274,2012-06-16T15:06:21.067330,3
274,132,2012-06-16T15:01:54.761480,1
274,2187,2012-06-16T15:01:31.916070,3
1316,309,2012-06-16T14:36:05.813040,2
1316,1334,2012-06-16T14:33:44.346170,6
1316,1615,2012-06-16T14:32:30.257980,3
1316,1612,2012-06-16T14:31:20.228740,1
1316,1951,2012-06-16T14:31:11.079580,1
1316,1348,2012-06-16T14:30:39.186680,1
1281,1973,2012-06-16T12:04:05.296430,1
905,2167,2012-06-16T10:28:42.289950,1
2167,1201,2012-06-16T10:22:41.884890,5
2167,905,2012-06-16T10:15:51.658050,1
2040,274,2012-06-16T10:15:12.005800,3
2033,2028,2012-06-16T09:52:57.672130,1
1876,2158,2012-06-16T05:07:31.702570,1
1585,2125,2012-06-16T00:08:53.954810,3
2067,2142,2012-06-15T22:31:51.796560,3
2142,2067,2012-06-15T22:18:57.291420,3
7,1982,2012-06-15T21:53:54.854990,2
215,2125,2012-06-15T21:19:36.987290,1
2125,215,2012-06-15T21:17:50.693300,1
2173,171,2012-06-15T20:36:27.593160,1
171,2173,2012-06-15T20:33:57.514340,1
1838,361,2012-06-15T20:27:49.671620,1
361,1838,2012-06-15T20:27:03.560440,1
591,2142,2012-06-15T18:43:52.771550,7
2142,591,2012-06-15T18:42:43.714360,1
1615,2141,2012-06-15T18:37:02.044940,3
2142,1,2012-06-15T18:09:07.179700,3
2186,2045,2012-06-15T16:36:10.340990,1
2045,2186,2012-06-15T16:34:20.210860,1
2185,2158,2012-06-15T16:18:12.332190,1
2158,2185,2012-06-15T16:17:09.030560,1
2174,1334,2012-06-15T15:48:38.775160,1
2045,171,2012-06-15T15:47:29.517420,1
171,2045,2012-06-15T15:47:27.259750,1
2184,202,2012-06-15T14:55:10.774500,1
202,2184,2012-06-15T14:48:19.792680,1
2125,1334,2012-06-15T14:06:52.329990,1
2141,1543,2012-06-15T12:48:54.879210,2
2028,2034,2012-06-15T00:56:08.693560,4
2176,2124,2012-06-15T00:08:42.131840,2
2124,2176,2012-06-15T00:06:32.159920,1
1905,2085,2012-06-14T23:25:13.027270,1
2085,1905,2012-06-14T23:21:57.668980,1
2182,2085,2012-06-14T23:07:55.100170,1
2085,2182,2012-06-14T23:05:51.962580,1
2180,1201,2012-06-14T17:35:52.616720,2
2045,2181,2012-06-14T16:26:12.753340,1
905,2141,2012-06-14T12:48:09.176690,1
2141,905,2012-06-14T12:44:00.474020,1
2146,2142,2012-06-14T12:16:55.071160,3
1810,1817,2012-06-13T23:54:46.575590,2
1334,1366,2012-06-13T22:16:18.764180,1
1366,1334,2012-06-13T22:15:58.896580,1
1817,1810,2012-06-13T21:38:49.662510,1
2103,1053,2012-06-13T21:19:10.900030,3
1201,2180,2012-06-13T20:49:51.540390,2
1848,2115,2012-06-13T20:28:42.069120,-5
1615,2179,2012-06-13T18:27:44.981650,1
2091,1899,2012-06-13T17:17:56.760500,5
2178,2175,2012-06-13T16:29:45.436080,1
2175,2178,2012-06-13T16:25:20.084880,1
1967,25,2012-06-13T15:29:18.136660,6
35,2177,2012-06-13T15:19:42.487310,1
1899,2091,2012-06-13T12:39:06.111630,2
905,2125,2012-06-13T12:34:27.018130,1
2175,905,2012-06-13T12:31:09.102210,1
905,2175,2012-06-13T12:31:00.703820,1
2141,15,2012-06-13T11:46:33.195030,1
15,2141,2012-06-13T11:45:12.773260,1
1217,2013,2012-06-13T08:44:37.120960,5
2141,35,2012-06-13T07:46:36.188100,1
2139,1921,2012-06-13T07:21:11.705330,1
1921,2139,2012-06-13T07:17:33.442610,1
2118,2139,2012-06-13T05:06:20.001600,1
1967,1185,2012-06-13T00:01:05.818830,1
2095,2173,2012-06-12T22:22:22.725920,1
2173,2095,2012-06-12T22:21:18.335790,1
2174,2028,2012-06-12T19:32:02.436180,1
2028,2174,2012-06-12T18:53:36.795010,1
2125,2165,2012-06-12T17:59:34.892000,1
2165,2125,2012-06-12T17:59:30.004520,1
363,1334,2012-06-12T16:06:02.123060,2
1334,363,2012-06-12T16:05:51.533300,2
2125,2067,2012-06-12T16:00:04.248570,1
2173,1725,2012-06-12T14:10:36.326980,1
1725,2173,2012-06-12T14:09:09.350490,1
35,2172,2012-06-12T13:51:47.273230,1
2141,545,2012-06-12T13:20:38.611460,1
2134,1844,2012-06-12T12:11:05.078150,1
342,2125,2012-06-12T11:19:29.646080,2
2125,342,2012-06-12T10:34:28.847830,1
342,2121,2012-06-12T10:18:40.296310,1
2121,342,2012-06-12T10:16:25.155710,1
2097,239,2012-06-12T10:08:32.680380,3
2171,2157,2012-06-12T09:12:59.263770,5
2148,2171,2012-06-12T09:12:31.428490,5
2141,1615,2012-06-12T08:51:34.030630,1
2141,2080,2012-06-12T08:32:11.416960,1
2080,2141,2012-06-12T08:08:14.916890,1
2141,1555,2012-06-12T05:43:57.491230,1
1555,2141,2012-06-12T04:56:07.253500,1
2028,2135,2012-06-12T03:00:40.889290,2
2135,2028,2012-06-12T02:58:55.784910,2
2135,2141,2012-06-12T02:50:45.326130,1
2016,13,2012-06-12T02:39:24.594820,1
13,2016,2012-06-12T02:36:47.264410,1
2016,2030,2012-06-12T02:28:45.478410,2
1810,1815,2012-06-12T01:37:23.109560,1
2166,2148,2012-06-11T22:27:15.430170,-10
2095,1585,2012-06-11T21:46:07.081840,3
2148,2166,2012-06-11T20:37:25.022180,1
1334,1487,2012-06-11T20:23:34.043500,3
1044,35,2012-06-11T18:47:08.447160,1
35,1044,2012-06-11T18:08:37.623700,1
1693,1714,2012-06-11T15:55:27.961150,3
1693,1386,2012-06-11T15:55:00.593690,3
1386,1693,2012-06-11T15:54:44.427480,3
905,1363,2012-06-11T15:52:28.473730,1
1,1771,2012-06-11T15:52:18.331740,-10
149,1363,2012-06-11T15:29:29.897570,1
1893,1843,2012-06-11T14:39:53.748870,2
1843,1893,2012-06-11T14:39:34.228700,2
2157,2148,2012-06-11T14:04:36.653160,2
104,917,2012-06-11T12:06:14.271850,1
1934,756,2012-06-11T11:59:36.932460,1
1731,1657,2012-06-11T11:36:31.008210,-1
1731,2096,2012-06-11T11:16:41.509710,-1
905,2096,2012-06-11T11:14:02.489110,-10
35,2121,2012-06-11T10:56:48.553220,1
1948,2053,2012-06-11T10:10:01.490110,1
2053,1948,2012-06-11T10:08:40.969390,1
905,1044,2012-06-11T06:12:19.042940,1
1044,905,2012-06-11T06:11:59.382420,1
2141,1921,2012-06-11T05:45:22.346030,2
1921,2141,2012-06-11T05:41:27.785260,2
493,905,2012-06-11T03:05:38.063560,2
1899,493,2012-06-11T03:03:08.378190,1
493,1899,2012-06-11T03:02:50.025510,1
35,2170,2012-06-10T17:45:19.314040,1
239,2097,2012-06-10T16:48:52.085580,1
2155,1543,2012-06-10T16:11:04.493020,2
251,546,2012-06-10T15:30:32.241660,1
1994,1245,2012-06-10T14:56:27.662720,1
1949,1245,2012-06-10T14:29:15.962280,1
1245,1949,2012-06-10T14:28:41.149330,1
1245,1994,2012-06-10T13:42:52.938980,1
1948,1585,2012-06-10T13:36:14.903210,1
1585,1948,2012-06-10T13:29:42.021600,1
1948,2113,2012-06-10T13:26:36.891200,1
2020,1245,2012-06-10T12:42:03.083020,1
1245,2020,2012-06-10T12:39:44.704900,1
2169,1843,2012-06-10T12:29:50.576930,1
1843,2169,2012-06-10T12:18:46.858360,1
2168,2067,2012-06-10T12:09:03.085340,1
1396,1948,2012-06-10T07:27:30.018110,1
2067,2168,2012-06-10T06:25:58.522430,1
1543,2155,2012-06-10T05:51:20.665390,2
1844,2134,2012-06-10T05:31:30.829290,1
1899,1690,2012-06-10T03:36:27.997000,2
1201,2167,2012-06-09T20:19:21.579260,5
2166,2067,2012-06-09T19:43:25.739400,1
2067,2166,2012-06-09T19:42:00.581670,1
251,2067,2012-06-09T19:23:05.255710,1
1715,2166,2012-06-09T19:19:13.547130,1
2067,251,2012-06-09T19:05:26.947120,1
546,251,2012-06-09T18:41:13.920530,1
13,1585,2012-06-09T16:38:21.041560,1
1185,2164,2012-06-09T16:30:09.987600,4
1546,1810,2012-06-09T13:35:42.446240,2
1810,1546,2012-06-09T13:35:38.543620,2
2124,1366,2012-06-09T13:12:03.034980,1
1967,61,2012-06-09T13:09:14.302390,-10
1764,2125,2012-06-09T12:31:43.728210,1
2085,2089,2012-06-09T11:13:01.032290,-1
1499,93,2012-06-09T10:43:27.153430,2
2163,1245,2012-06-09T10:06:54.484050,2
1245,2163,2012-06-09T10:04:00.764630,2
361,1317,2012-06-09T02:26:12.522050,1
2115,1810,2012-06-09T01:50:56.919110,1
2162,2067,2012-06-09T01:11:17.679430,1
202,2054,2012-06-08T23:45:36.293040,2
2054,202,2012-06-08T23:43:59.438350,2
2054,215,2012-06-08T22:14:45.115960,2
215,2054,2012-06-08T22:14:22.878410,2
274,215,2012-06-08T21:00:31.066580,2
215,274,2012-06-08T20:49:20.361300,1
1765,1810,2012-06-08T19:58:55.663690,5
2158,171,2012-06-08T19:45:55.121300,1
171,2158,2012-06-08T19:44:49.226770,1
2142,171,2012-06-08T19:23:50.884870,1
171,2142,2012-06-08T19:22:03.667050,1
274,2040,2012-06-08T18:00:22.752130,4
274,1846,2012-06-08T17:59:18.226870,4
274,1701,2012-06-08T17:56:15.941160,2
1701,274,2012-06-08T17:55:04.565560,2
1473,2125,2012-06-08T17:36:56.351340,1
2155,1334,2012-06-08T16:42:38.403700,1
2125,1473,2012-06-08T16:40:28.327070,1
1585,13,2012-06-08T15:46:05.810710,2
1715,2034,2012-06-08T15:32:46.133380,1
1204,2028,2012-06-08T15:28:01.269450,10
2067,2162,2012-06-08T15:15:19.799890,1
1512,1585,2012-06-08T15:12:58.304640,4
2155,1899,2012-06-08T13:34:53.884070,1
2161,1921,2012-06-08T09:05:46.637320,1
1921,2161,2012-06-08T09:00:47.357570,1
1185,2160,2012-06-08T06:50:51.378270,1
905,823,2012-06-07T23:41:01.423640,1
2159,905,2012-06-07T23:39:15.219370,4
2124,1317,2012-06-07T22:15:43.909880,2
2159,2135,2012-06-07T21:54:03.424810,4
2135,1861,2012-06-07T21:46:51.245340,4
13,546,2012-06-07T20:39:24.088790,2
546,13,2012-06-07T20:32:06.422760,2
546,1771,2012-06-07T20:26:41.403420,-3
1899,2155,2012-06-07T20:22:55.537400,1
13,2158,2012-06-07T19:35:43.896330,1
2158,1334,2012-06-07T19:31:54.993700,1
1334,2158,2012-06-07T19:30:25.087940,1
2142,2146,2012-06-07T16:51:22.361680,1
1832,1764,2012-06-07T15:58:47.511630,1
1764,1832,2012-06-07T15:57:50.831480,2
2146,2145,2012-06-07T15:40:43.180780,3
304,1693,2012-06-07T14:32:05.368040,1
1693,304,2012-06-07T14:30:38.600420,1
1764,1890,2012-06-07T11:54:35.671770,2
1752,2154,2012-06-07T05:53:55.261140,1
2154,1752,2012-06-07T01:35:31.301910,1
2148,2157,2012-06-07T00:01:25.409590,2
2148,2156,2012-06-06T23:45:28.973390,2
2155,2143,2012-06-06T21:59:21.603560,1
2143,2155,2012-06-06T21:56:41.087150,1
1992,4,2012-06-06T21:43:24.472030,1
4,1992,2012-06-06T21:38:22.750390,1
2110,1396,2012-06-06T19:31:33.957610,2
17,4,2012-06-06T19:17:07.649470,1
4,17,2012-06-06T19:17:07.459650,3
2149,2153,2012-06-06T18:10:30.302910,1
2124,57,2012-06-06T17:29:58.439480,1
266,2034,2012-06-06T16:51:43.671340,1
2034,266,2012-06-06T16:47:53.181490,1
2087,1899,2012-06-06T15:11:18.796640,1
1899,2087,2012-06-06T15:08:54.921540,1
1803,2030,2012-06-06T14:01:14.611120,3
35,1832,2012-06-06T12:08:42.636570,1
1832,35,2012-06-06T12:07:46.071320,1
2140,1543,2012-06-06T11:47:30.365000,1
1543,2140,2012-06-06T11:38:45.438910,2
2152,1642,2012-06-06T11:01:09.070180,1
2152,1615,2012-06-06T11:01:02.216510,1
1615,2152,2012-06-06T11:00:03.464950,1
2150,1185,2012-06-06T10:17:11.877900,1
2030,1803,2012-06-06T09:24:19.478970,3
2151,202,2012-06-06T04:58:18.044400,1
202,2151,2012-06-06T04:57:14.705830,1
202,1170,2012-06-06T04:56:38.373650,1
1185,2150,2012-06-06T01:46:48.435220,1
2149,2028,2012-06-05T22:40:06.711800,1
2028,2149,2012-06-05T22:38:34.613010,1
1204,2131,2012-06-05T22:11:27.599810,5
823,635,2012-06-05T20:21:45.533910,2
635,823,2012-06-05T20:19:02.353050,1
1317,2089,2012-06-05T20:18:53.338450,-10
2148,2120,2012-06-05T20:16:54.212760,1
2120,2148,2012-06-05T20:16:38.198160,1
2147,905,2012-06-05T19:49:22.410460,1
905,2147,2012-06-05T19:46:46.927400,1
1803,2028,2012-06-05T17:51:07.242650,3
2028,1803,2012-06-05T17:24:51.743550,1
1204,202,2012-06-05T16:38:26.862800,2
202,1204,2012-06-05T16:38:02.269540,1
4,2145,2012-06-05T16:36:48.491500,2
2145,4,2012-06-05T16:36:28.163700,2
2145,2146,2012-06-05T16:34:54.595100,3
1543,1334,2012-06-05T15:57:22.043900,2
1804,1512,2012-06-05T14:28:22.741870,3
1512,1804,2012-06-05T14:26:32.695050,3
1998,2067,2012-06-05T14:23:18.350920,3
2067,1998,2012-06-05T14:22:55.268930,3
2128,1912,2012-06-05T14:21:41.858790,2
2128,26,2012-06-05T14:20:22.210710,2
732,1731,2012-06-05T13:53:23.149220,2
1731,732,2012-06-05T13:52:52.682670,1
1543,1860,2012-06-05T13:52:32.096620,5
1912,2128,2012-06-05T11:18:29.310680,2
1281,2141,2012-06-05T07:39:38.748880,1
1281,1843,2012-06-05T07:35:40.738530,2
2141,1281,2012-06-05T05:14:57.580760,1
26,2128,2012-06-05T02:55:14.794250,2
1731,1204,2012-06-05T02:06:58.477170,1
1204,1731,2012-06-05T02:03:46.477940,1
2144,1185,2012-06-05T01:12:35.405800,3
2085,1204,2012-06-05T00:47:28.778290,1
1204,2085,2012-06-05T00:36:15.117510,1
2028,2085,2012-06-05T00:03:34.583730,2
2085,2028,2012-06-05T00:02:56.895330,2
1731,2085,2012-06-04T23:38:02.141500,1
2085,1731,2012-06-04T23:36:30.635060,1
1185,2144,2012-06-04T22:36:31.410730,1
2054,2067,2012-06-04T21:41:08.550120,1
2067,2054,2012-06-04T21:40:09.217790,1
2143,270,2012-06-04T21:01:44.002270,1
270,2143,2012-06-04T21:01:11.299050,1
1810,1512,2012-06-04T20:47:21.016430,3
1967,2142,2012-06-04T20:05:32.108620,1
1396,2142,2012-06-04T20:04:05.411200,2
41,2089,2012-06-04T19:18:48.170840,1
2089,41,2012-06-04T19:16:19.862880,1
1281,2124,2012-06-04T19:15:24.783440,1
2140,905,2012-06-04T18:36:09.599960,1
905,2140,2012-06-04T18:23:30.907200,1
35,2117,2012-06-04T16:26:06.543420,1
1396,1764,2012-06-04T15:37:35.406940,1
1593,1912,2012-06-04T14:15:10.216280,1
2028,215,2012-06-04T14:14:20.084900,1
1912,1593,2012-06-04T14:12:46.750660,1
1973,1281,2012-06-04T11:25:11.623230,1
2138,112,2012-06-04T10:50:25.815200,1
2080,1735,2012-06-04T09:04:46.995540,1
1843,1281,2012-06-04T06:38:12.451140,1
1843,2122,2012-06-04T06:33:21.424380,5
1245,937,2012-06-04T06:32:41.355940,3
937,1245,2012-06-04T06:30:29.573950,3
2139,1245,2012-06-04T05:50:49.747780,1
1245,2139,2012-06-04T05:47:01.820870,1
2138,1245,2012-06-04T04:50:01.083330,1
1245,2138,2012-06-04T04:47:24.692540,1
2137,2090,2012-06-04T03:39:58.127550,1
2090,2137,2012-06-04T03:39:02.981530,2
7,1317,2012-06-04T03:21:48.606430,4
493,2135,2012-06-04T03:03:13.664980,1
2136,1245,2012-06-04T01:06:48.215530,1
1245,2136,2012-06-04T01:06:16.524420,1
1204,1317,2012-06-03T23:58:26.248750,1
1317,1204,2012-06-03T23:56:13.101400,1
1,2124,2012-06-03T22:59:36.894040,1
2118,2134,2012-06-03T18:58:03.306630,1
2134,2118,2012-06-03T18:57:57.714770,1
2135,905,2012-06-03T18:55:30.501570,4
905,2135,2012-06-03T18:52:07.076770,1
2134,545,2012-06-03T18:49:44.978790,1
2133,1992,2012-06-03T18:09:57.580340,1
1992,2133,2012-06-03T18:08:55.341580,1
1317,7,2012-06-03T16:18:25.512990,5
2123,1,2012-06-03T14:54:39.869440,3
1,2123,2012-06-03T14:40:36.286050,3
1934,1677,2012-06-03T11:56:39.326690,1
2030,2016,2012-06-03T11:44:55.287650,3
2132,2017,2012-06-03T02:50:41.472370,1
2017,2132,2012-06-03T02:35:54.045770,1
2089,1317,2012-06-02T23:41:13.049770,2
2130,26,2012-06-02T17:35:27.328330,1
1714,905,2012-06-02T16:25:23.259660,4
26,2130,2012-06-02T13:52:49.953190,1
1673,1843,2012-06-02T08:47:55.156340,1
1843,1673,2012-06-02T08:30:33.549560,1
1053,1394,2012-06-02T02:41:46.529750,1
2089,2085,2012-06-01T23:24:24.975880,2
2125,592,2012-06-01T22:49:22.883980,1
592,2125,2012-06-01T22:25:11.555640,1
1555,2006,2012-06-01T21:40:34.714550,1
2125,1670,2012-06-01T20:01:01.940200,1
1693,1731,2012-06-01T18:10:31.449770,1
1731,1693,2012-06-01T18:09:25.671070,1
2129,35,2012-06-01T17:43:36.563730,1
35,2129,2012-06-01T17:38:31.866840,1
2006,1555,2012-06-01T17:35:28.553400,1
2087,1896,2012-06-01T15:41:04.910070,2
1896,2087,2012-06-01T15:37:50.335440,2
2118,2122,2012-06-01T10:45:54.797210,2
1593,13,2012-06-01T04:19:32.116610,1
13,1593,2012-06-01T04:15:36.383870,1
2127,1185,2012-06-01T03:00:35.587370,1
1185,2127,2012-06-01T02:12:45.296360,1
1185,2126,2012-06-01T01:58:24.234190,2
1394,13,2012-06-01T00:58:49.318620,1
1394,1566,2012-06-01T00:58:41.602440,1
1394,1499,2012-06-01T00:58:30.613920,1
1394,1386,2012-06-01T00:58:20.236230,1
1394,664,2012-06-01T00:57:53.484830,1
1317,2124,2012-06-01T00:00:24.904200,1
1053,1386,2012-05-31T23:43:27.300380,3
1386,1053,2012-05-31T23:42:01.076630,3
1386,1400,2012-05-31T23:41:34.556240,2
1400,1386,2012-05-31T23:40:06.367430,2
13,1394,2012-05-31T23:36:09.345950,1
2123,13,2012-05-31T23:29:13.015660,2
2124,1400,2012-05-31T22:49:31.558070,1
1400,2124,2012-05-31T22:46:56.226950,1
13,2123,2012-05-31T22:44:12.900290,2
2067,2085,2012-05-31T22:40:36.948230,1
1412,13,2012-05-31T22:21:02.531850,1
13,1412,2012-05-31T22:17:01.642360,1
2122,1615,2012-05-31T20:49:35.523900,4
1615,2122,2012-05-31T20:46:57.051130,4
13,616,2012-05-31T19:23:59.715940,2
616,13,2012-05-31T19:23:25.011650,3
2121,616,2012-05-31T19:14:08.821980,1
616,2121,2012-05-31T19:06:11.811570,1
70,1615,2012-05-31T17:18:58.196330,1
2097,1731,2012-05-31T16:17:42.874700,2
1731,2097,2012-05-31T16:14:30.785470,2
2085,2067,2012-05-31T09:41:20.108450,1
1921,2044,2012-05-31T03:26:57.438680,2
2044,1921,2012-05-31T03:25:28.295760,2
1044,1921,2012-05-31T03:21:36.058260,1
1921,1044,2012-05-31T02:34:58.452830,1
1053,2103,2012-05-31T00:43:07.739790,1
1815,1967,2012-05-30T17:54:14.193110,1
1967,1815,2012-05-30T17:52:07.230420,1
2063,2120,2012-05-30T16:25:52.232820,1
2120,2063,2012-05-30T16:22:34.069620,1
2063,1473,2012-05-30T14:17:29.007230,3
1473,2063,2012-05-30T14:00:52.944820,1
1780,1473,2012-05-30T13:13:38.053240,1
1473,1780,2012-05-30T13:12:25.068890,1
1921,1771,2012-05-30T07:52:20.141710,-1
1044,2067,2012-05-30T04:24:22.510290,1
2120,905,2012-05-30T04:17:25.611840,1
905,2120,2012-05-30T04:16:02.253280,1
2030,2089,2012-05-30T02:00:12.721020,2
2120,2054,2012-05-30T01:22:44.568330,1
2054,2120,2012-05-30T01:22:27.811850,1
2110,2028,2012-05-29T22:44:10.419270,2
2119,2089,2012-05-29T20:24:49.241220,1
2089,2119,2012-05-29T20:15:16.586540,1
1396,2096,2012-05-29T20:12:52.522350,-3
2115,1731,2012-05-29T18:09:51.616900,1
1731,2115,2012-05-29T18:08:23.434700,1
1921,1053,2012-05-29T16:56:19.058780,2
1053,1921,2012-05-29T16:52:48.208880,2
2118,1893,2012-05-29T15:04:45.979000,3
1893,2118,2012-05-29T15:02:29.804810,1
1921,1998,2012-05-29T13:11:04.424700,1
1998,1921,2012-05-29T13:09:24.720480,1
1810,1657,2012-05-29T13:01:04.574980,1
2095,2096,2012-05-29T12:07:48.173250,-1
1953,1714,2012-05-29T11:26:58.655380,4
1714,1953,2012-05-29T11:26:15.027660,4
2109,35,2012-05-29T08:44:26.911250,1
2103,2091,2012-05-29T06:23:22.956880,1
2091,2103,2012-05-29T06:23:00.969700,3
2103,1860,2012-05-29T05:53:45.255760,3
2117,905,2012-05-29T02:46:07.002390,2
905,2117,2012-05-29T02:42:16.858740,1
1584,2113,2012-05-29T02:33:35.431600,3
1584,1478,2012-05-29T02:31:12.022000,3
1201,1366,2012-05-29T00:50:35.197580,5
2030,57,2012-05-29T00:32:28.511660,1
2085,2086,2012-05-28T18:40:37.337100,1
2113,1584,2012-05-28T17:29:29.936130,3
35,2052,2012-05-28T16:39:41.238670,1
2116,2067,2012-05-28T16:35:16.070660,1
2067,2116,2012-05-28T16:15:43.817420,1
2064,1864,2012-05-28T15:11:58.196970,3
2064,2113,2012-05-28T15:07:38.323530,2
1478,1584,2012-05-28T12:01:07.686610,3
1921,1876,2012-05-28T03:14:59.421510,3
1876,1921,2012-05-28T03:11:55.889580,2
2100,1921,2012-05-28T03:02:35.364030,1
1921,2100,2012-05-28T02:54:58.083400,1
1714,1693,2012-05-27T21:34:21.470950,3
2114,1714,2012-05-27T21:09:07.191180,1
2115,2114,2012-05-27T21:08:50.919190,1
1714,2115,2012-05-27T21:08:24.478880,1
1714,2114,2012-05-27T21:08:19.643210,1
1404,2028,2012-05-27T20:42:29.329130,1
2028,1404,2012-05-27T20:37:33.841030,1
1714,2030,2012-05-27T20:06:59.880890,1
2030,1714,2012-05-27T20:06:09.946050,1
2067,2030,2012-05-27T19:12:24.090330,3
823,905,2012-05-27T17:31:35.063290,3
2030,2067,2012-05-27T17:20:44.451880,3
2113,2064,2012-05-27T16:35:38.268430,1
2054,1473,2012-05-27T15:00:05.258270,1
1473,2054,2012-05-27T14:57:49.629200,1
1473,1317,2012-05-27T14:45:18.675610,1
1317,1473,2012-05-27T14:45:02.601140,3
1473,2028,2012-05-27T14:19:50.698130,1
2028,1473,2012-05-27T14:17:19.270210,1
2095,2028,2012-05-27T10:55:37.426490,1
2103,2067,2012-05-27T09:16:21.127580,1
2067,2103,2012-05-27T09:14:11.790380,1
2054,330,2012-05-27T07:05:39.945310,2
2103,1400,2012-05-27T06:45:06.740980,1
2090,363,2012-05-27T02:38:00.873740,1
363,2090,2012-05-27T02:35:22.925810,2
2090,1714,2012-05-27T02:12:53.461280,1
